Title,Comment,publishedTimeText
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"@billyhoglover1 At the time it was around $20,000 I believe. Maybe a little less.",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Somone play Blues Brothers chase theme!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"We will spare no expence to make this car look cool. Love, Ford",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,OMG the comment is moving,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Still I thing qe all prefer the corvette? XDDDD,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"Amazing!!! I am just amazed!!!! That was the best review ever! Whoever made a complaint before about Jeremy Clarkson not giving proper reviews. Then that person should shut up....really...

",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,you guys get paid for this crap?! ,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"""Shoot the enemy in the middle of it's face!""",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,omfg... epic awesomeness....,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"@l3g3nd1337 Yh sorry ur right there, shouldnt of put a G",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,this looks like one expensive commercial payed by Ford,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Very funny,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,SKID MARKS IN THE SHOPPING CENTRE! AND TOPGEAR MAKES ME WANNA OWN ONE. ITS HANDLING ARE PURRFECT. ,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,that actually makes me want a fort fiesta....... ,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,top gear is the best show ever ...........,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,best test ever done,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"@Poketrader18 

A UK shopping center would allow it for the BBC.",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,The Ford Fiesta can actually swim! :D,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,crovette chase IN the mall!!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Typical Jeremy at 2:38.,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"Hey, look at that! The smoke grenades fit in the cup holder perfectly! LOL :D",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,lmao smoke grenades fit in cup holder,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,@never4getthis the BBC has a lot of money,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,@ActionBastard85 you can't directly compare prices in the UK to prices in the US. Cars over here (the uk) are a LOT more expensive.,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Very entertaining. Two thumbs up!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Is it green? Yes... it is!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"wow topgear can make any car look good, that last part was epic",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"@never4getthis They would of just asked the owners, You can do anything on tv.",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"wow that was realy wonderful funny cool interesting insane all in one..Top Gear cameracrew is the best ive ever seen. 
i would like to know witch episode of what series this was PLEASE if anybody knows please tell me.",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,I only logged in in youtube to give this video thumbs up!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"something in this video told me BUY IT BUY IT!!!
... im scared",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"@ETcod 

dont type like that",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,hahahah i cant believe it survived the beach landing,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,seriously??? ,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"Hilarious as usual. 

It would've been pretty funny if he had hydro-locked the car right there in the sea.",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"When i saw that they are making a video of the fiesta, i thought: Omg this will be boring.
But i think this is actually the best test of top gear ever!!!
Ford should show this as a commercial!!
Its so beautiful I almost cried!",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,I cind of feel sorry for the people who missed the like button!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"16 people who pressed Thumb down are still watching ""In The Fifth gear"" 

but their number is going down",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,this was so fucking great :D,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Is it green? LOL,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,It's like Tokyo Drift,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,i'd love to see them do that in a real invasion...it would certainly make the enemies go "WTF?",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"
The best Top Gear video :)",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,i want a ford fiesta!!!!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"lol i honestly don't understand this video, but i love it",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"Only someone like Jeremy Clarkson would had have the bullocks to race through a shopping mall at 40 mph while being chased by a corvette, and use the Ford Fiesta of all things to breech a beachhead with her Majesty's Royal Marines...

...but that's why we love Top Gear so much right?

An informative, and entertaining review I must confess!",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,this show is fucking amazing it just went higher in my book,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"""I was once chased through a shopping center in Putney, actually. By baddies.""

But of course you were. I mean if you are gonna be chased through a shopping center in Putney by anyone, it's gonna be by baddies ain't it? And I mean you don't really need any other reason to be chased by them then the fact that they are baddies, do you?",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,lol at 5:52 are you cold,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,lmao "I am now breaking the speed limit.... INDOORS!!" classic,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,im surprised of what ford has done!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,hahahaha that was great,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,whats that music staring at 3:26??,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,the best test ever ! ,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,studly video.,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,How does the auto clutch automatic do at parking?,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Fantastic presentation  Jeremy... I think Ford is quite happy about this car.....and how astonishingly excel on different scene of the show.,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"Well, this was something else. I would not buy it because of that pos ken block.",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,probably one of the more entertaining vids top gear has put out on channel lol ,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,better than a Ford's comercial,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"Lmao, hes so damn chill while hes being chased in a mall by a corvette. Just another day I suppose.",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,@nornic press f5 the advert goes ,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Advertise and this black thing for autoplay SUCKSSS!!!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,@dankebuddha yes!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,@kayatania Jezzer's a traitor !  Even James' beloved Dacia is better than a Prius.,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"What's the name of the song that plays during the mall scene, because I know I've heard it before?",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"this just shows how good jeremy is at driving
",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,This is TG as good as it gets.,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,16 people dont think driving in a mall is cool =[,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,@iliveincostco69 How did you ever come to that conclusion?,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,lol this is amazing,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"Sorry if this has been said but, Why is topgear re posting videos from the BBC channel? Re watching a video i favorited months ago is not new. ",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"@HeyGuysSkip lol.... tanner foust does not drive a fiesta.... he drives a tube chassis, AWD 40+PSI turbocharged monster with a fiesta badge on it. this car has nothing in common with tanner's rally machine. (thats also why i think ford's fiesta rally program is a joke). but yea good point i actually wasnt thinking about that when i posted",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,i couldve sworn i seen this before,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"''The windscreen is heated, but not bulletrproof''",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,@ShinFuYux except the '79-'81 f-150 with a six inch lift and 38 inch mud tires,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"But,,,,all fords suck. :( ",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"Great Add, how much did ford pay you guys?",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,That was the most enjoyable video I've seen in a while. :D,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Why are these videos not iPod compatible?,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"""This can happen."" LOL",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"@Jacobey22  No, Top Gear ALWAYS praises the Ford fiesta it's their favorite car. ",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"i feel bad for the janitor....haha.
top gear is awesome as always.",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,the classical song that play during the 3rd and 4th minute mark is what song?,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,road test or shopping mall test :),14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"""You can barely hear the gun fire.""",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Who the hell are the fourteen killjoys who did NOT like that?  That was awesome. lol,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,i would love to race in a vette at a mall lol,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Shoot the enemy in the middle of it's face,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"""Air in D"" FTW",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,@Jacobey22 all they did was give them the car,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"i have to say, being chased by baddies in a mall could be a up side.",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,lets see you get away with the stig driving jezza,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,I hope Top Gear Amerika is this good! XD,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"Im surprised it didnt hydrolock, nice little car.",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"WOW! I'm lost for words, topgear has AMAZING producers i wish i had them for my show lmao",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,wonder how much ford payed them for that spot on their show. obviously ford is trying to make auto sales out of the US,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"When you get weird you realy go for it ,wounder why that car didnt stall from salt water intake? Think maybe it was floating lol.",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Look at that 14 people hit the "dislike" button by mistake.,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,The Royal Marines were awesome.,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,OH MY GOD. YES!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"Part two is how to do a brake, wheel bearing, and CV axle replacement.",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"""Lads do you want to mount up?""",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,beach scene would be impossible without a breather kit above the water line.,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,I want Jeremy Clarkson's job so bad!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,2:38 was just rofl,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,has anyone noticed this channel just re-uploads clips? this was uploaded years ago. its from a few series back too,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"no seriously, I got chased by baddies once in a shopping center but we were all on Segways...",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,when dose this premier on bbc america? ,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,NICE!!!!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,i've always wanted a car that can hold my smoke grenades :D,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,@Shaneil002  LEGEND NOT ledgend,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,I wonder how much pot they smoked to drive through the mall lol,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"this is freaking legendary.

i thought the shopping centre scene was fun, but the beach assault craft is amazing!

i want to see a full unedited clip of the fiesta getting off the boat and getting onto shore.",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"go FORD but screw these stupid egg cars. looks like an egg and breaks like an egg. It's a shame that corvette is government funded and no, GM has not paid back the money the money they paid was from an escro account (government money used to pay back the government) 4 ceo's in 2 years, sounds like a winning formula!!! 
FORD FORD FORD FORD FORD FORD FORD FORD FORD FORD FORD!!!!!! ",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,im guessing bbc has a lot of money...........,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"@kayatania Hell yes I'm serious, the SEAL's are the best fighting force in the world. ",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Nice Ad,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Most amusing and least informative auto review on youtube?,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Perfect commercial for the car makes me wanna buy one Eventhough i dont like little hatchbacks,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,That was the greatest thing to ever happen ever,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"@yankeeking213 That's not the point, the point is that the show is fraking hilarious.. and they do know a lil bit about cars... I mean, hell, have you seen some of the car challenges? I don't know many people that are brave/smart (i really mean stupid) enough to actually make it. plus they get to drive nice cars... ",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,@yankeeking213 You're kidding right? lol,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"@yankeeking213 
They make it entertaining.",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"Is it Green ?
Then the car shows up in the green color:
Yes... Very",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"This kind of ad, makes me want to buy it!
F*ck yeah, I'm gonna buy this car, just to make a beach assault
",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Fuuuuuuuuuuuuuuuuucking aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaawesome'ness!!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,TOP GEAR FOR LIFE!!!!!BEST TEST EVER!!!!!!!!!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"""Hey Look At That!! ..... The smoke grenades fit perfectly in the cup holders."" =]",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"but seriously, top gear doesnt do actual reviews at all. maybe its because those 3 idiots know nothing about cars.",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,@mahmoud1995 im pretty sure they are blanks. but you never know. it is Top Gear.,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Amazing!!!! Top Gear is always amazing.,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,n00bs are funny,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,One of my favorite reviews for a car EVER!! btw if theyre firing bullets what about friendly fire and what are they firing at? or are they just bluffs??,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,@Darndez you must be new to youtube ,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"@Darndez You raise a very good point, who knows.. but add another like for me!",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Ken Block Has One!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"If Ford made ads like Top Gear makes reviews, it be the number one car company in the world.",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"Hands down. 
NOW THAT'S THE PROPER CAR REVIEW THAT THEY WANT! HA HA!",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,jamie have sold me a fiesta hahahah!!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Saw this on TV. I was laughing my ass off when I saw the shopping centre part.,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Gotta WHOLE lotta love for Top Gear,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"no one, n i mean no one can do it batter that u Mr Clarkson keep up erm... the.. good.. job... erm...",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,2:37 haha reaction win,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Best commercial for a Ford EVER.,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"Wow, I might just want to get a Fiesta after all........",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,the cars a peice of shit with no guts at all! Just becasue its in HD doesent mean squat....,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"@EsCurve Erm, first of all, Ford has been producing cars in the UK since the dawn of civilization.  Remember the Ford Anglia from Harry Potter?  Hehe.
Second, the UK is in WESTERN Europe!
Third, Ford didn't actually ask for bailout money from the US government, yet they're doing much better than GM and Chrysler (which have both received bailout money, and not done that great of a job with it).",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,I wonder how much  did Ford pay them for the best  presentation ever of an american car??,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,what an awesome little car!  my daughters couldn't screw that one up ! and Iwouldnt have to let them drive my GTI,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Ken Block should be the one doing Fiesta review,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"best top gear test EVER!
",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"HE'S TAKEN OUT COSTA COFFEE!!

lol",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,uh buy(n_n),14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,even though I don't like ford I might by this car,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,HAHAHA Vett got pwnd ,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Best bit 2:38,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,I still want the vette,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"Yes, but is it green?",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"
SOLD!",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,re-uploaded...,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"""How about the glove box...how much ammo can you get in there?""",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Jeremy Clarkson is a Fu**in Ledgend,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"lol british tax payers ,pney",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"now that is a proper car review
lmao",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,i saw this already some where,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"@lolnumpty 

corvette is over priced and overrated ",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,that is one badass car review ,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,this ALMOST looks like a Ford Ad :p,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"""yes... very..."" HAHA I KNEW IT! :) ",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,this is the best road test for a vehicle i have ever seen! ,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,now thats a proper road test,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,i lost it at 2:37 when he stops  and said: "mmmmm..." LMFAO!!!!!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,7:40 ONE OF THE BEST SCENES EVER SHOWN ON NATIONAL TELEVISION,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,wow. insane review!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"give me the corvette any day lol, by far the best",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,12 ppl misclicked the like button.,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,so ur sure it's green then,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,lol.... Hot Ride.... such a fitting song,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,@Fransais thats what im saying.,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,total win!!!!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,This is so old,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Your kids are being annoying. shoot them xD best review ever!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"""i wonder if he'll follow me in here..........o wait he did"" 
LOL",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Perfect Review. 5 stars.,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,is it green? yes very. now thats how you test a car!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"AMAZING! EPIC!
That's why Top Gear is the best TV program in the world!
Congrats BBC!",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"that was cool, but its a ford....",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"Wow, I expected the Fiesta to die when it went into the waters. Lol",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,this CAN happen! :D,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Probably the best road test Jeramy has ever done! I still wouldn't buy a Fiesta though. The front of it looks like it was stolen from Aston Martin and on top of that it is a hatchback. I hate Hatchbacks.,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,wonder if the people who lend out these cars to top gear realize what they do to them.... lol,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,what an sell out...,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"""The kids are being annoying... shoot them.""",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"5:28 XD LMAFO

Jeremy: ""Hey, look at that! The smoke grenades fit perfectly in the cupholders...""",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,EPIC,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,this is more practical than any other review I've seen!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Is it green? yes... VEry!! hahahah ,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,This review makes me want to buy the Ford Fiesta now!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,@EsCurve What i've gathered from watching Top Gear is that most of them aren't fanboys/girls like us in the USA... they tend to actually like the cars that aren't pieces of shit instead of getting political.,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,what other car was the shoping mall thing done?,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,awesome hahahha,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"Ok, I don't know which was cooler; out-running and out-maneuvering a 'Vette in a mall or landing on a beach with the Marines.",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"""is it green? yes very"" lmao",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,one word: LOL,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Freakin' hilarious! ,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Gotta love the joint beach assault with the fiesta as back up,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,my god it landed w/ the Marines!!!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,i want a fiesta now...,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,@tenpinbowl12 i think so.... CoD: Modern Fiesta xD,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,@8888Bart8888  YES .. very !!  :p,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"@8888Bart8888 yes, very!",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Damn it Top Gear! Why can't I drive through a mall and totally destroy the floors and almost everything in sight?,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,I LOVE HOW THEY USE THE PRODIGY!!! Smack that Bitch up...lol,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"woaahh excellent, fabulous, grandiose, bravooOOooo :o)  ",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,haha awesome ;p,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,That's exactly what I need a car for!,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"Well, that's  what I call a bad ass show :D",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Is it green?,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,when will top gear start again?,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,this is a priview of the new cod? :3,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"9 people are stupid...

PS who's gonna pay for that all broken things?:D",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,@west2401 they are practising they shoot randomly,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,who are they shotting at??,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,@mrxbrightside you dont have to pause...u see them normally..,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,if you pause at 3.52 you can see the camera guys lol,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"can't believe they were given permission to go into a mall, lmao so unreal to be chased by baddies but thats why i love these guys top gear is the best!",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,This is the one of the best Top Gear clips i've ever seen.  Hilarious.  ,14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"my mums got this car in a nice red. its a good ride, i wanna drive it sometime -_-

she got a spoiler too >_>",14 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"You can actually get a lot out of this test, but it is far funnier than any other tests!",14 years ago
